,user_id,treatment_group,seats_purchased,user_purchased
1821,23067780035,treatment_B,0,0
1822,13844978817,treatment,0,0
1823,22360390380,treatment_B,0,0
1824,11451724760,treatment_B,0,0
1825,23327793948,treatment,0,0
1826,21727833906,treatment,0,0
1827,23364787264,control,0,0
1828,12722511353,control,0,0
1829,7533692576,control,0,0
1830,3590249637,treatment_B,0,0
1831,6445264693,treatment_B,0,0
1832,216169075,treatment,0,0
1833,7001975479,treatment_B,0,0
1834,18473683773,treatment,0,0
1835,11614654435,treatment,0,0
1836,21673757588,treatment_B,0,0
1837,9285528935,control,0,0
1838,23273151265,control,0,0
1839,1739186589,treatment_B,1,1
1840,1739186589,treatment_B,1,1
1841,16532618573,treatment_B,1,1
1842,17411103,control,1,1
1843,16423252510,control,1,1
1844,18739703059,control,2,1
1845,18739703059,control,1,1
1846,3037422618,treatment_B,0,0
1847,23224047248,treatment_B,0,0
1848,3270132494,control,15,1
1849,12309828871,treatment_B,0,0
1850,14422726610,control,0,0
1851,23671524209,control,0,0
1852,17799058759,treatment,0,0
1853,18552595184,treatment,0,0
1854,23679590476,treatment,0,0
1855,16445601140,control,0,0
1856,225461281,control,0,0
1857,6577819276,control,0,0
1858,18967621644,control,0,0
1859,284793518,control,5,1
1860,18923470589,treatment,0,0
1861,10311485439,treatment,0,0
1862,23475970318,treatment,0,0
1863,18810172951,treatment_B,0,0
1864,21662889274,treatment_B,0,0
1865,180771433,treatment_B,0,0
1866,20636340326,control,0,0
1867,23333414701,treatment,0,0
1868,21566136154,treatment_B,2,1
1869,13798589383,treatment_B,3,1
1870,560508483,control,0,0
1871,22940518467,control,0,0
1872,358883040,treatment_B,0,0
1873,225334995,control,0,0
1874,23080462782,treatment_B,0,0
1875,654567124,treatment_B,0,0
1876,11148091447,control,0,0
1877,3108640599,treatment_B,0,0
1878,12865873459,treatment_B,0,0
1879,12696113733,treatment,0,0
1880,22621159300,treatment_B,0,0
1881,23319060655,treatment_B,0,0
1882,2145994904,control,0,0
1883,10146792679,control,0,0
1884,18393225570,treatment_B,1,1
1885,17637769243,control,0,0
1886,23369052573,treatment_B,0,0
1887,12545041505,treatment,0,0
1888,3624517787,control,0,0
1889,22119547277,control,0,0
1890,23543734465,treatment_B,0,0
1891,12086869448,control,0,0
1892,14961458979,treatment,1,1
1893,15660626160,treatment,0,0
1894,19732178530,control,0,0
1895,15071447,treatment,0,0
1896,21677551351,control,0,0
1897,16991758520,treatment_B,1,1
1898,18784626020,treatment,1,1
1899,18784626020,treatment,2,1
1900,18784626020,treatment,3,1
1901,18784626020,treatment,1,1
1902,18784626020,treatment,1,1
1903,8922881524,control,1,1
1904,2173110012,treatment,0,0
1905,14355838643,treatment_B,1,1
1906,14656993589,treatment_B,0,0
1907,16620728314,treatment,0,0
1908,18996526584,treatment,0,0
1909,17431821702,treatment_B,0,0
1910,8106087634,treatment,2,1
1911,14669903052,control,0,0
1912,14944400128,treatment,1,1
1913,14711724391,treatment_B,0,0
1914,23185472140,treatment_B,0,0
1915,20367973119,treatment,0,0
1916,23344445609,treatment_B,0,0
1917,23341270640,control,0,0
1918,7221959855,control,1,1
1919,19747422879,treatment_B,0,0
1920,2935856200,control,0,0
1921,191654531,control,2,1
1922,217629290,control,0,0
1923,3442415350,treatment,0,0
1924,23065995042,control,1,1
1925,21059932859,control,1,1
1926,19784105508,control,1,1
1927,22404170747,treatment_B,4,1
1928,3419320727,treatment,0,0
1929,733494075,treatment_B,0,0
1930,8209044355,treatment,1,1
1931,14956037769,treatment_B,0,0
1932,14586408047,treatment,0,0
1933,17238982407,treatment_B,0,0
1934,23176802743,control,0,0
1935,1507588155,treatment,0,0
1936,12774075708,control,0,0
1937,14004149570,treatment,1,1
1938,22984814630,treatment_B,0,0
1939,23247799278,treatment_B,0,0
1940,7515554290,treatment,5,1
1941,19657117668,treatment_B,2,1
1942,7288108703,treatment,0,0
1943,252437425,treatment,0,0
1944,1944864792,treatment_B,0,0
1945,23558830232,control,0,0
1946,14149159580,treatment,1,1
1947,20561275746,control,0,0
1948,19027865983,control,0,0
1949,18525246739,treatment_B,0,0
1950,18864505410,treatment_B,0,0
1951,313413993,treatment,0,0
1952,22004737101,treatment,0,0
1953,20499672310,treatment,0,0
1954,189928358,control,0,0
1955,9967411994,treatment_B,0,0
1956,18802282234,treatment_B,1,1
1957,3657658874,treatment,0,0
1958,3239850177,treatment,1,1
1959,13339764100,control,0,0
1960,3802804523,treatment_B,0,0
1961,22503320282,control,0,0
1962,22565690975,control,0,0
1963,11590018723,treatment_B,0,0
1964,205126190,treatment_B,0,0
1965,12860280337,treatment,0,0
1966,23176336815,control,0,0
1967,7181923252,control,0,0
1968,11613469690,control,0,0
1969,15544561535,treatment_B,0,0
1970,12483322674,treatment,5,1
1971,1061981382,treatment_B,1,1
1972,15400051797,treatment_B,0,0
1973,8113809166,control,0,0
1974,3176964375,treatment,2,1
1975,13832375173,treatment,0,0
1976,23118706285,control,0,0
1977,19099248950,treatment,0,0
1978,23327220568,treatment_B,0,0
1979,13289829276,treatment,0,0
1980,213547729,treatment_B,0,0
1981,19558656790,control,7,1
1982,2915169013,treatment,0,0
1983,23645114511,control,0,0
1984,7567848874,control,0,0
1985,1975866945,treatment,0,0
1986,23514706266,treatment,0,0
1987,219692821,treatment_B,0,0
1988,3464846282,treatment,0,0
1989,1712723394,control,1,1
1990,1712723394,control,1,1
1991,13833168914,treatment,0,0
1992,17993499725,treatment_B,0,0
1993,12979221292,treatment,0,0
1994,18922441085,control,0,0
1995,8541654423,treatment,2,1
1996,16806143984,treatment_B,1,1
1997,16806143984,treatment_B,1,1
1998,23348777453,control,0,0
1999,20982432984,treatment,1,1
2000,20982432984,treatment,1,1
2001,23394228779,treatment,0,0
2002,15477850393,treatment_B,0,0
2003,3528079326,control,0,0
2004,9047720615,treatment,0,0
2005,15459300871,control,0,0
2006,335856617,control,0,0
2007,19603511631,control,0,0
2008,16733741962,treatment,0,0
2009,19244044355,treatment_B,0,0
2010,19300389758,control,3,1
2011,20326341843,treatment,0,0
2012,226678731,control,1,1
2013,3742215631,treatment,0,0
2014,3621999498,control,0,0
2015,211633981,treatment,0,0
2016,21196565584,treatment_B,0,0
2017,13948059489,treatment,2,1
2018,15286956695,control,1,1
2019,254290561,treatment,0,0
2020,6204384574,treatment_B,1,1
2021,12807476152,control,0,0
2022,16979002953,treatment_B,0,0
2023,7978852854,treatment,0,0
2024,224000983,control,0,0
2025,8777384,treatment,0,0
2026,2870307610,treatment_B,1,1
2027,2870307610,treatment_B,1,1
2028,2870307610,treatment_B,1,1
2029,23462229714,treatment,0,0
2030,23231242036,control,0,0
2031,18884371241,treatment,1,1
2032,214555683,treatment,0,0
2033,17301435438,control,0,0
2034,11739575679,treatment_B,0,0
2035,255061734,treatment_B,0,0
2036,15055221245,treatment_B,0,0
2037,320523889,treatment_B,0,0
2038,19618310122,control,0,0
2039,13281531690,treatment,0,0
2040,13545983772,treatment,0,0
2041,14623496238,control,0,0
2042,23329105139,control,0,0
2043,15242446911,treatment_B,0,0
2044,23253730354,control,0,0
2045,236672502,treatment_B,0,0
2046,9716640500,treatment,0,0
2047,201390298,treatment,0,0
2048,309039266,treatment_B,0,0
2049,23300434317,treatment_B,0,0
2050,23368630487,treatment,0,0
2051,243533561,treatment_B,12,1
2052,3546558525,control,0,0
2053,271964953,treatment,0,0
2054,17439867937,control,0,0
2055,23636661860,treatment,0,0
2056,22931969521,treatment,0,0
2057,22664655215,treatment,0,0
2058,22941317495,control,0,0
2059,23323987408,control,0,0
2060,9736422351,control,0,0
2061,237413575,treatment_B,0,0
2062,185610934,control,0,0
2063,278012993,treatment,0,0
2064,3046118577,control,0,0
2065,15796585588,treatment_B,0,0
2066,5092138,treatment,0,0
2067,18081479821,treatment,0,0
2068,23327842470,control,0,0
2069,264524329,control,0,0
2070,271088061,treatment,0,0
2071,228118976,treatment_B,1,1
2072,283683173,treatment,3,1
2073,283683173,treatment,1,1
2074,187193874,treatment,0,0
2075,9971230541,control,0,0
2076,196592800,control,0,0
2077,19657140025,treatment,0,0
2078,17729713567,control,1,1
2079,23083617553,treatment,0,0
2080,224936649,treatment,0,0
2081,13772620587,treatment,3,1
2082,7231921956,treatment,0,0
2083,23083116915,control,0,0
2084,212510470,treatment,3,1
2085,212510470,treatment,5,1
2086,12035178570,control,0,0
2087,22378826763,treatment,0,0
2088,262819685,treatment_B,0,0
2089,23066558673,treatment,0,0
2090,19034953572,treatment,0,0
2091,18864790345,treatment,0,0
2092,181196755,control,0,0
2093,6004157823,treatment,2,1
2094,6004157823,treatment,2,1
2095,17128431570,control,0,0
2096,206106099,control,0,0
2097,23096321474,treatment,0,0
2098,17201143,treatment,10,1
2099,257419837,control,0,0
2100,262733381,control,0,0
2101,286633497,treatment,0,0
2102,15406433718,treatment,0,0
2103,3802633270,control,0,0
2104,23020785733,control,0,0
2105,23259578746,control,0,0
2106,18398506777,treatment_B,0,0
2107,16191695160,treatment,0,0
2108,13682198732,control,0,0
2109,23554197780,control,0,0
2110,17359221674,control,0,0
2111,19092282026,treatment,0,0
2112,2779792074,treatment,0,0
2113,19164242844,treatment_B,1,1
2114,2916337940,treatment_B,0,0
2115,16456574437,treatment_B,0,0
2116,279139341,treatment_B,1,1
2117,22666975502,treatment,5,1
2118,15143644836,treatment,3,1
2119,7674569500,control,0,0
2120,10608983244,treatment,3,1
2121,176949053,treatment_B,0,0
2122,16557986278,treatment,0,0
2123,22513027993,treatment_B,0,0
2124,21946668490,treatment,0,0
2125,23226730235,control,0,0
2126,16763138974,treatment_B,1,1
2127,18544494426,control,0,0
2128,9420079282,treatment_B,1,1
2129,9420079282,treatment_B,1,1
2130,15362387423,treatment,1,1
2131,10824853,treatment_B,0,0
2132,22947482711,treatment_B,0,0
2133,23536906090,treatment_B,0,0
2134,13564611783,control,0,0
2135,2934268928,treatment_B,1,1
2136,2934268928,treatment_B,1,1
2137,17364510300,control,0,0
2138,22753111962,treatment,0,0
2139,17747138563,treatment_B,0,0
2140,210822705,treatment_B,0,0
2141,6363419911,treatment_B,0,0
2142,18613435429,treatment_B,2,1
2143,227367489,control,0,0
2144,281168137,treatment_B,0,0
2145,23537141166,control,0,0
2146,23398550609,control,0,0
2147,3837745718,treatment,2,1
2148,22698151784,control,0,0
2149,207083476,treatment_B,0,0
2150,20810256151,treatment_B,1,1
2151,20810256151,treatment_B,1,1
2152,20810256151,treatment_B,1,1
2153,2483996080,control,2,1
2154,207331898,control,2,1
2155,20085974578,treatment_B,0,0
2156,6478837661,treatment,0,0
2157,21261929016,treatment_B,2,1
2158,21261929016,treatment_B,1,1
2159,359045324,control,0,0
2160,23106891054,control,0,0
2161,17836012166,treatment,0,0
2162,23230435801,treatment,0,0
2163,16759835869,control,2,1
2164,19289988632,treatment,0,0
2165,23203793930,treatment,0,0
2166,234412402,treatment_B,0,0
2167,285676298,treatment,0,0
2168,275908974,treatment_B,0,0
2169,20212005298,treatment_B,0,0
2170,23186081731,treatment,0,0
2171,7316756322,treatment,1,1
2172,19461921069,control,0,0
2173,15363809011,control,0,0
2174,7546237067,control,0,0
2175,19174687496,treatment_B,0,0
2176,1060959661,control,0,0
2177,17061210479,treatment_B,0,0
2178,6625812733,treatment_B,0,0
2179,196254344,treatment,0,0
2180,18530297683,treatment_B,0,0
2181,21254782066,control,0,0
2182,18284265592,treatment,2,1
2183,10379153827,control,2,1
2184,6301537427,treatment_B,0,0
2185,257087157,treatment,0,0
2186,18708920437,control,0,0
2187,18917271783,treatment,0,0
2188,269620930,control,0,0
2189,18341734452,treatment,0,0
2190,10715998945,control,0,0
2191,262083997,treatment,0,0
2192,21944933735,treatment,0,0
2193,180556790,control,0,0
2194,23108510480,control,0,0
2195,22174870517,control,0,0
2196,19164854604,treatment,0,0
2197,184121383,treatment_B,3,1
2198,20937279210,treatment_B,2,1
2199,218589504,control,10,1
2200,218589504,control,4,1
2201,356230888,control,1,1
2202,10294050872,treatment,0,0
2203,18191335718,treatment_B,0,0
2204,14046909746,treatment_B,0,0
2205,21640646644,treatment,1,1
2206,21640646644,treatment,1,1
2207,1281240306,treatment,0,0
2208,19184188821,treatment_B,0,0
2209,240602581,treatment,0,0
2210,11793267229,control,0,0
2211,19694454906,treatment,2,1
2212,12951464069,treatment,0,0
2213,20787240953,treatment,1,1
2214,23075626797,treatment_B,0,0
2215,208967535,treatment_B,0,0
2216,15280606107,treatment,0,0
2217,205285447,treatment,0,0
2218,23333676452,treatment,0,0
2219,2861911131,treatment,0,0
2220,18725315417,treatment,0,0
2221,13951274263,treatment,1,1
2222,14550141971,treatment_B,4,1
2223,4025005577,treatment,0,0
2224,2118554097,control,0,0
2225,17035225819,treatment,5,1
2226,19566776434,treatment,0,0
2227,199349967,treatment_B,0,0
2228,21830948163,control,0,0
2229,23628211224,treatment,0,0
2230,16974323067,treatment_B,0,0
2231,191638115,control,5,1
2232,18294049252,treatment,0,0
2233,18860869911,treatment,0,0
2234,206994244,control,0,0
2235,9917282171,treatment_B,0,0
2236,15912053065,control,0,0
2237,13601493842,treatment,1,1
2238,13601493842,treatment,1,1
2239,13601493842,treatment,1,1
2240,13601493842,treatment,1,1
2241,2591293503,treatment_B,34,1
2242,14929569995,treatment,0,0
2243,8058757510,control,0,0
2244,3690421219,control,0,0
2245,416697982,control,0,0
2246,12247413262,treatment_B,0,0
2247,16149888,control,0,0
2248,6328266405,treatment,0,0
2249,282080177,treatment,5,1
2250,22956537935,treatment_B,0,0
2251,19336557364,treatment,0,0
2252,21381667489,treatment,0,0
2253,23254723321,treatment_B,0,0
2254,17628449833,treatment,0,0
2255,16830299710,control,1,1
2256,254866690,control,0,0
2257,9318645572,control,0,0
2258,23230450494,treatment_B,0,0
2259,15918737396,treatment_B,0,0
2260,17818128927,treatment,0,0
2261,231946811,treatment_B,0,0
2262,3837441993,control,0,0
2263,13537860582,control,1,1
2264,13537860582,control,3,1
2265,281292085,control,0,0
2266,21368841764,treatment_B,0,0
2267,6054230595,control,0,0
2268,17380416444,control,0,0
2269,19055490388,control,1,1
2270,22965540373,control,0,0
2271,6567000681,control,0,0
2272,20935133983,control,0,0
